                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    147,                 1.3731,                0.76053,                 1.2493,                0.79727,                0.84205,                0.85265,                0.41588,                 1.7774,                0.85515,                 1.5354,              0.0012822,              0.0012822,              0.0012822
                    148,                 1.3555,                0.76039,                 1.2394,                0.84332,                 0.9036,                0.91755,                0.48405,                 1.6445,                0.75781,                 1.4238,              0.0012773,              0.0012773,              0.0012773
                    149,                 1.3602,                0.73182,                 1.2667,                0.79618,                0.86491,                0.86658,                0.45445,                 1.6849,                 0.8155,                 1.4614,              0.0012724,              0.0012724,              0.0012724
                    150,                  1.394,                0.74416,                 1.2671,                0.79305,                0.82968,                0.85147,                0.40469,                 1.8227,                0.88377,                 1.5596,              0.0012674,              0.0012674,              0.0012674
                    151,                  1.359,                0.74499,                 1.2492,                0.80467,                0.84196,                0.85892,                0.45706,                  1.733,                0.80492,                 1.4965,              0.0012624,              0.0012624,              0.0012624
                    152,                 1.3525,                0.73906,                 1.2423,                0.79297,                0.82238,                 0.8299,                0.43595,                 1.6815,                0.83659,                 1.4821,              0.0012575,              0.0012575,              0.0012575
                    153,                 1.3809,                0.72926,                 1.2469,                0.78306,                0.83455,                0.84379,                0.42756,                 1.7139,                0.83511,                 1.4972,              0.0012526,              0.0012526,              0.0012526
                    154,                 1.3746,                0.74547,                 1.2334,                0.80293,                0.83455,                0.85674,                0.44958,                 1.6815,                0.82457,                 1.4711,              0.0012476,              0.0012476,              0.0012476
                    155,                 1.3485,                0.75324,                 1.2361,                0.82614,                0.87105,                0.88077,                0.45712,                 1.6548,                0.79693,                 1.4452,              0.0012426,              0.0012426,              0.0012426
                    156,                 1.3463,                0.72984,                 1.2234,                0.82918,                0.83855,                0.88305,                0.45312,                 1.7142,                0.83383,                 1.4771,              0.0012377,              0.0012377,              0.0012377
                    157,                 1.3652,                0.72434,                 1.2465,                0.77719,                0.81509,                0.83003,                0.41297,                 1.7799,                 0.8541,                 1.5575,              0.0012328,              0.0012328,              0.0012328
                    158,                 1.3542,                0.74501,                 1.2482,                0.78451,                0.86131,                0.84833,                0.41753,                 1.7505,                0.82853,                 1.5232,              0.0012278,              0.0012278,              0.0012278
                    159,                 1.3436,                0.69912,                 1.2358,                0.82027,                0.80535,                0.85129,                0.43159,                 1.7318,                0.80042,                 1.5076,              0.0012228,              0.0012228,              0.0012228
                    160,                 1.3267,                0.70512,                 1.2297,                 0.8718,                0.88078,                0.91197,                0.49522,                 1.6105,                0.73647,                 1.4012,              0.0012179,              0.0012179,              0.0012179
                    161,                 1.3588,                0.70261,                 1.2369,                0.86009,                0.88247,                0.89622,                0.47662,                 1.6949,                0.74236,                  1.471,              0.0012129,              0.0012129,              0.0012129
                    162,                 1.3532,                0.70058,                 1.2333,                0.82114,                0.85645,                0.86553,                0.43791,                 1.7483,                 0.7695,                 1.5127,               0.001208,               0.001208,               0.001208
                    163,                 1.3274,                0.70889,                 1.2092,                0.82078,                0.85801,                0.87177,                0.44707,                  1.748,                0.79572,                 1.5089,               0.001203,               0.001203,               0.001203
                    164,                 1.3386,                 0.6994,                 1.2316,                0.79794,                0.85512,                0.85692,                0.43215,                 1.7764,                 0.7854,                 1.5361,              0.0011981,              0.0011981,              0.0011981
                    165,                 1.3822,                0.74328,                 1.2369,                0.83836,                0.85813,                0.89699,                0.47213,                 1.6418,                0.77748,                 1.4397,              0.0011932,              0.0011932,              0.0011932
                    166,                  1.343,                 0.7205,                 1.2386,                0.81314,                0.86822,                0.88348,                0.44479,                 1.7099,                0.76536,                 1.4807,              0.0011882,              0.0011882,              0.0011882
                    167,                 1.3347,                0.72354,                  1.219,                0.82396,                0.84185,                0.87573,                 0.4529,                  1.707,                 0.8098,                 1.4577,              0.0011833,              0.0011833,              0.0011833
                    168,                 1.3254,                0.70621,                 1.2004,                0.82333,                0.83908,                0.86476,                0.45065,                 1.7193,                0.78397,                 1.5054,              0.0011783,              0.0011783,              0.0011783
                    169,                 1.3362,                  0.696,                 1.2228,                0.82933,                0.88078,                0.88694,                0.47282,                 1.7038,                 0.7327,                 1.4737,              0.0011734,              0.0011734,              0.0011734
                    170,                 1.3097,                0.69294,                 1.2128,                0.82934,                0.88564,                0.88256,                0.44399,                 1.7289,                 0.7761,                 1.4795,              0.0011684,              0.0011684,              0.0011684
                    171,                   1.31,                0.69045,                  1.214,                0.80488,                0.86375,                0.86645,                0.45187,                 1.7308,                0.77705,                 1.5173,              0.0011635,              0.0011635,              0.0011635
                    172,                 1.3415,                0.70472,                 1.2309,                0.84519,                0.83698,                 0.8784,                0.47014,                 1.6677,                0.76698,                 1.4581,              0.0011585,              0.0011585,              0.0011585
                    173,                 1.2658,                0.67601,                 1.2164,                 0.7777,                0.82568,                0.84485,                0.42796,                 1.7516,                0.82543,                 1.5435,              0.0011536,              0.0011536,              0.0011536
                    174,                 1.3223,                0.70591,                 1.2336,                0.85969,                0.84973,                0.89807,                0.47361,                 1.6816,                0.73565,                 1.4571,              0.0011486,              0.0011486,              0.0011486
                    175,                 1.3214,                0.68012,                 1.2123,                0.82858,                0.86618,                0.88358,                0.45383,                 1.7313,                0.74989,                 1.5238,              0.0011437,              0.0011437,              0.0011437
                    176,                 1.3241,                0.67482,                 1.2005,                0.84709,                 0.8087,                0.86694,                0.44728,                  1.737,                0.74988,                 1.5223,              0.0011387,              0.0011387,              0.0011387
                    177,                  1.308,                0.68032,                 1.2153,                0.77508,                0.81328,                0.83242,                0.41955,                 1.7963,                0.83727,                 1.5754,              0.0011337,              0.0011337,              0.0011337
                    178,                 1.3029,                0.67686,                 1.2279,                0.86139,                0.88564,                0.89638,                0.46961,                 1.6875,                0.72873,                 1.4698,              0.0011288,              0.0011288,              0.0011288
                    179,                 1.3221,                0.69051,                 1.2218,                0.83651,                0.82238,                0.84605,                0.42057,                 1.7866,                0.79512,                 1.5416,              0.0011239,              0.0011239,              0.0011239
                    180,                 1.3057,                0.69072,                 1.2191,                0.82794,                0.87812,                0.89389,                0.45365,                 1.6891,                0.76298,                 1.4774,              0.0011189,              0.0011189,              0.0011189
                    181,                 1.2823,                0.66322,                 1.1965,                0.79973,                0.83698,                0.84247,                0.43235,                 1.7388,                0.82171,                 1.5332,               0.001114,               0.001114,               0.001114
                    182,                  1.287,                0.67669,                 1.2064,                0.85016,                0.86618,                0.89177,                0.47844,                 1.6435,                0.73523,                 1.4405,               0.001109,               0.001109,               0.001109
                    183,                 1.2924,                 0.6568,                 1.2114,                0.78315,                0.83698,                0.82621,                0.42437,                 1.7623,                0.79102,                 1.5541,              0.0011041,              0.0011041,              0.0011041
                    184,                 1.2741,                0.65055,                 1.1921,                0.82676,                0.86375,                0.87471,                0.47275,                 1.6743,                0.71266,                  1.468,              0.0010991,              0.0010991,              0.0010991
                    185,                 1.2878,                0.65064,                 1.1852,                0.80758,                0.85401,                0.86094,                0.44413,                  1.799,                0.75608,                 1.5825,              0.0010941,              0.0010941,              0.0010941
                    186,                 1.3551,                0.71109,                 1.2358,                0.80066,                0.80135,                 0.8226,                0.39976,                 1.8585,                0.83275,                 1.6263,              0.0010892,              0.0010892,              0.0010892
                    187,                 1.2626,                0.66241,                  1.186,                0.85452,                0.85158,                0.88957,                0.46918,                 1.7137,                 0.7252,                 1.4967,              0.0010842,              0.0010842,              0.0010842
                    188,                 1.2932,                0.66789,                 1.2004,                0.80861,                0.84295,                0.84517,                0.43131,                 1.7614,                0.78619,                  1.558,              0.0010793,              0.0010793,              0.0010793
                    189,                 1.2449,                0.64366,                 1.1964,                0.77732,                0.78832,                0.79539,                 0.3966,                 1.8254,                 0.8426,                  1.642,              0.0010743,              0.0010743,              0.0010743
                    190,                 1.2871,                0.63627,                 1.2057,                0.79884,                0.85401,                0.86273,                0.45095,                 1.7036,                0.78194,                 1.5063,              0.0010694,              0.0010694,              0.0010694
                    191,                 1.2588,                0.65247,                 1.2084,                0.82968,                0.85158,                0.88072,                0.47401,                 1.6905,                0.75478,                 1.4928,              0.0010645,              0.0010645,              0.0010645
                    192,                 1.2745,                 0.6595,                 1.1959,                0.82171,                0.87468,                0.86771,                0.45445,                 1.7155,                0.76302,                 1.4978,              0.0010595,              0.0010595,              0.0010595
                    193,                 1.2563,                0.65745,                 1.1919,                0.84418,                   0.87,                0.89685,                0.47649,                 1.6608,                0.72276,                  1.463,              0.0010545,              0.0010545,              0.0010545
                    194,                 1.2813,                0.66767,                 1.2028,                0.87094,                0.89781,                0.91973,                0.51343,                 1.5984,                0.69024,                 1.4127,              0.0010496,              0.0010496,              0.0010496
                    195,                 1.2798,                0.66426,                 1.1953,                0.82852,                0.86618,                0.87752,                0.45471,                 1.7014,                0.75151,                 1.4877,              0.0010447,              0.0010447,              0.0010447
                    196,                 1.2885,                0.65031,                 1.1907,                0.84628,                0.89538,                0.90383,                0.47969,                 1.6731,                0.71184,                 1.4564,              0.0010397,              0.0010397,              0.0010397
                    197,                 1.2734,                0.64299,                 1.2039,                0.80635,                0.87129,                0.86668,                0.44542,                 1.7432,                 0.7607,                 1.5498,              0.0010347,              0.0010347,              0.0010347
                    198,                  1.257,                0.64139,                 1.1964,                0.85753,                0.86404,                0.90349,                0.49317,                 1.6537,                0.71166,                 1.4528,              0.0010298,              0.0010298,              0.0010298
                    199,                 1.2225,                0.63276,                 1.1824,                0.85219,                0.84185,                0.88339,                0.46609,                 1.7245,                0.72127,                 1.5031,              0.0010249,              0.0010249,              0.0010249
                    200,                 1.2465,                0.63536,                 1.1838,                 0.8501,                0.88564,                0.91606,                0.49255,                 1.6292,                 0.7093,                 1.4276,              0.0010199,              0.0010199,              0.0010199
                    201,                 1.2769,                0.63641,                 1.1974,                0.82743,                0.87591,                0.89868,                0.47915,                  1.685,                0.70561,                 1.4848,              0.0010149,              0.0010149,              0.0010149
                    202,                 1.2504,                0.64325,                 1.1776,                0.82166,                0.82725,                0.85781,                0.44278,                 1.7842,                0.76937,                 1.5721,                0.00101,                0.00101,                0.00101
                    203,                 1.2803,                0.65281,                 1.2082,                 0.8626,                0.88593,                0.91439,                0.50712,                 1.6031,                0.68863,                 1.4058,               0.001005,               0.001005,               0.001005
                    204,                 1.2899,                0.65822,                 1.1869,                0.85157,                0.86545,                0.88948,                0.47212,                 1.6466,                0.70304,                 1.4511,              0.0010001,              0.0010001,              0.0010001
                    205,                 1.2456,                0.64135,                 1.1683,                0.79458,                0.81509,                0.84442,                 0.4335,                  1.738,                0.78825,                 1.5526,             0.00099515,             0.00099515,             0.00099515
                    206,                 1.2345,                0.63324,                 1.1878,                 0.8277,                0.85326,                0.87149,                0.44831,                 1.7622,                0.74213,                 1.5602,              0.0009902,              0.0009902,              0.0009902
                    207,                 1.2521,                0.63147,                 1.1832,                0.85406,                0.89294,                0.90821,                0.48118,                 1.6575,                0.69141,                 1.4584,             0.00098525,             0.00098525,             0.00098525
                    208,                 1.2717,                0.65783,                   1.19,                0.86069,                0.87591,                0.89946,                0.47627,                 1.6545,                0.71004,                 1.4581,              0.0009803,              0.0009803,              0.0009803
                    209,                 1.2208,                0.63709,                 1.1782,                0.85144,                0.85888,                0.88576,                0.48025,                 1.6628,                0.70315,                 1.4618,             0.00097535,             0.00097535,             0.00097535
                    210,                  1.247,                0.63855,                  1.188,                0.85633,                0.88321,                0.91481,                0.48095,                 1.6854,                0.70641,                  1.466,              0.0009704,              0.0009704,              0.0009704
                    211,                 1.2378,                0.63523,                 1.1832,                 0.8476,                0.87591,                0.89153,                0.47268,                 1.6747,                0.71944,                 1.4608,             0.00096545,             0.00096545,             0.00096545
                    212,                 1.2558,                0.63213,                 1.1764,                0.86819,                0.89743,                0.90925,                0.49957,                 1.6389,                0.69063,                 1.4401,              0.0009605,              0.0009605,              0.0009605
                    213,                 1.2452,                0.62169,                 1.1797,                0.86939,                0.87835,                0.89349,                0.46898,                 1.7112,                0.70268,                  1.511,             0.00095555,             0.00095555,             0.00095555
                    214,                 1.2022,                0.60526,                  1.173,                0.85936,                0.90268,                0.90839,                0.49994,                 1.6249,                0.67206,                  1.425,              0.0009506,              0.0009506,              0.0009506
                    215,                 1.2353,                0.62378,                 1.1709,                0.86282,                0.88321,                0.90538,                0.49619,                  1.647,                0.68874,                 1.4459,             0.00094565,             0.00094565,             0.00094565
                    216,                 1.2343,                 0.6269,                 1.1822,                0.87226,                0.89714,                0.91611,                0.50138,                 1.6259,                 0.6742,                 1.4388,              0.0009407,              0.0009407,              0.0009407
                    217,                 1.2254,                0.60773,                 1.1632,                0.85622,                0.86618,                0.89282,                0.48348,                 1.6715,                0.71748,                 1.4799,             0.00093575,             0.00093575,             0.00093575
                    218,                 1.2363,                0.61885,                 1.1887,                0.86091,                0.88855,                0.90568,                0.49273,                 1.6511,                0.70421,                 1.4577,              0.0009308,              0.0009308,              0.0009308
                    219,                 1.2196,                0.60586,                 1.1764,                0.86211,                0.86618,                0.89647,                0.49354,                 1.6261,                0.68781,                 1.4437,             0.00092585,             0.00092585,             0.00092585
                    220,                  1.236,                 0.6112,                 1.1795,                 0.8669,                0.85158,                0.88409,                0.47941,                 1.6976,                 0.6849,                 1.5209,              0.0009209,              0.0009209,              0.0009209
                    221,                 1.2364,                0.62225,                 1.1735,                0.88205,                0.89159,                 0.9208,                0.49894,                  1.647,                0.65042,                  1.445,             0.00091595,             0.00091595,             0.00091595
                    222,                 1.2198,                0.61664,                 1.1645,                0.85304,                0.88564,                  0.902,                0.48662,                 1.6332,                 0.6832,                 1.4568,               0.000911,               0.000911,               0.000911
                    223,                 1.2005,                0.59343,                 1.1577,                0.83672,                0.86375,                0.87552,                0.46782,                 1.7081,                0.70298,                 1.5284,             0.00090605,             0.00090605,             0.00090605
                    224,                 1.2084,                0.61146,                 1.1619,                0.85229,                0.88445,                0.89878,                0.49001,                 1.6544,                0.68695,                 1.4533,              0.0009011,              0.0009011,              0.0009011
                    225,                 1.1874,                0.59749,                  1.151,                0.84452,                0.89051,                0.89145,                 0.4705,                 1.6818,                 0.6966,                 1.4911,             0.00089615,             0.00089615,             0.00089615
                    226,                 1.1962,                0.60315,                 1.1532,                0.86123,                0.90998,                0.91689,                0.50019,                 1.6371,                0.66902,                 1.4412,              0.0008912,              0.0008912,              0.0008912
                    227,                 1.2034,                0.60826,                 1.1781,                0.84494,                0.88832,                0.90247,                 0.4989,                 1.6424,                0.67403,                 1.4555,             0.00088625,             0.00088625,             0.00088625
                    228,                  1.212,                0.62012,                 1.1435,                0.83933,                0.87105,                0.87923,                0.47697,                 1.6956,                0.70908,                 1.4959,              0.0008813,              0.0008813,              0.0008813
                    229,                 1.2026,                0.60513,                 1.1517,                0.82658,                0.88808,                0.88577,                0.49817,                 1.6404,                 0.6768,                 1.4655,             0.00087635,             0.00087635,             0.00087635
                    230,                  1.235,                0.61222,                 1.1642,                0.87133,                0.88971,                0.90228,                0.50192,                 1.6197,                0.66608,                 1.4243,              0.0008714,              0.0008714,              0.0008714
                    231,                 1.2281,                0.61743,                 1.1617,                0.84578,                0.90024,                0.90627,                0.50437,                 1.6149,                0.66717,                 1.4245,             0.00086645,             0.00086645,             0.00086645
                    232,                 1.2198,                0.61985,                 1.1666,                0.83904,                0.86244,                0.88515,                0.47256,                 1.7159,                0.73123,                 1.5146,              0.0008615,              0.0008615,              0.0008615
                    233,                 1.2249,                0.60749,                 1.1702,                0.84961,                0.90722,                0.90062,                0.50276,                 1.6123,                0.65958,                 1.4198,             0.00085655,             0.00085655,             0.00085655
                    234,                 1.2028,                0.60842,                 1.1503,                0.83933,                0.86433,                0.88119,                0.47415,                 1.6823,                0.70293,                 1.5017,              0.0008516,              0.0008516,              0.0008516
                    235,                 1.1857,                0.60198,                 1.1628,                0.81444,                0.83698,                0.85957,                0.44824,                 1.7299,                0.73534,                 1.5503,             0.00084665,             0.00084665,             0.00084665
                    236,                  1.217,                0.61222,                 1.1585,                0.83962,                0.85341,                0.86786,                0.45123,                 1.7252,                0.73013,                 1.5436,              0.0008417,              0.0008417,              0.0008417
                    237,                 1.2156,                0.60222,                 1.1713,                0.84481,                0.83942,                0.86589,                0.45415,                 1.7361,                0.72851,                 1.5381,             0.00083675,             0.00083675,             0.00083675
                    238,                 1.1989,                0.61844,                 1.1518,                 0.8325,                0.87591,                0.88685,                0.47411,                 1.6746,                0.70899,                  1.489,              0.0008318,              0.0008318,              0.0008318
                    239,                 1.1641,                0.59133,                 1.1293,                0.87549,                0.88808,                 0.9052,                0.49604,                  1.631,                0.66178,                 1.4454,             0.00082685,             0.00082685,             0.00082685
                    240,                 1.1805,                0.60126,                 1.1451,                0.87362,                0.89144,                0.90538,                0.49645,                 1.6399,                0.66753,                 1.4521,              0.0008219,              0.0008219,              0.0008219
                    241,                 1.2065,                0.60663,                 1.1667,                0.85948,                0.90776,                0.91123,                 0.5012,                 1.5896,                0.65649,                 1.4196,             0.00081695,             0.00081695,             0.00081695
                    242,                 1.1948,                0.60617,                 1.1508,                0.85535,                0.86322,                0.88445,                0.48552,                 1.6642,                 0.6857,                 1.4719,               0.000812,               0.000812,               0.000812
                    243,                 1.1942,                0.59635,                 1.1633,                0.85542,                0.87815,                0.89628,                0.49564,                 1.6411,                 0.6817,                 1.4659,             0.00080705,             0.00080705,             0.00080705
                    244,                 1.1861,                 0.5943,                 1.1487,                0.86047,                0.89294,                0.90818,                0.50221,                   1.63,                0.67496,                 1.4486,              0.0008021,              0.0008021,              0.0008021
